tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,propietario_id
INSCRIPCION INICIAL IMPORTADO,2024-02-29,2024-02-29,1147,Protocolo 21,2024.0,05,SEDAN 5 PUERTAS,130,TOYOTA,A16,YARIS S 1.5 CVT,1.0,Privado,6499.0
INSCRIPCION INICIAL IMPORTADO,2024-02-23,2024-02-23,1160,Protocolo 21,2024.0,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,771,NUEVO POLO TRACK MSI MT,1.0,Privado,5455.0
INSCRIPCION INICIAL IMPORTADO,2024-02-28,2024-02-28,17011,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,130,TOYOTA,B33,COROLLA CROSS XEI HEV 1.8 ECVT,1.0,Privado,
INSCRIPCION INICIAL IMPORTADO,2024-02-19,2024-02-19,17006,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,130,TOYOTA,B34,COROLLA CROSS SEG HEV 1.8 ECVT,1.0,Privado,1318.0
INSCRIPCION INICIAL IMPORTADO,2024-02-21,2024-02-21,17006,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,138,RENEGADE SPORT 1.8L MT5 FWD,1.0,Privado,1273.0
INSCRIPCION INICIAL IMPORTADO,2024-02-07,2024-02-07,16018,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,138,RENEGADE SPORT 1.8L MT5 FWD,1.0,Privado,2142.0
INSCRIPCION INICIAL IMPORTADO,2024-02-01,2024-02-01,16018,Importado,2023.0,04,RURAL 5 PUERTAS,G89,CHERY,078,TIGGO 4 PRO 1.5T CVT LUXURY,1.0,Privado,2140.0
INSCRIPCION INICIAL IMPORTADO,2024-02-27,2024-02-27,17007,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,136,VOLKSWAGEN,753,T-CROSS 170TSI MT,1.0,Privado,5770.0
INSCRIPCION INICIAL IMPORTADO,2024-02-01,2024-02-01,16017,Importado,2024.0,04,RURAL 5 PUERTAS,047,FORD,D09,TERRITORY 1.8L GAS AT TITANIUM EU5,1.0,Privado,12958.0
INSCRIPCION INICIAL IMPORTADO,2024-02-23,2024-02-23,17002,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,136,VOLKSWAGEN,753,T-CROSS 170TSI MT,1.0,Privado,9773.0
INSCRIPCION INICIAL IMPORTADO,2024-02-09,2024-02-09,17006,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,128,COMPASS LONGITUDE 1.3T AT6 4X2,1.0,Privado,4014.0
INSCRIPCION INICIAL IMPORTADO,2024-02-01,2024-02-01,17007,Importado,2024.0,04,RURAL 5 PUERTAS,047,FORD,D09,TERRITORY 1.8L GAS AT TITANIUM EU5,1.0,Privado,
INSCRIPCION INICIAL IMPORTADO,2024-02-29,2024-02-29,17002,Importado,2024.0,04,RURAL 5 PUERTAS,047,FORD,D09,TERRITORY 1.8L GAS AT TITANIUM EU5,1.0,Privado,5393.0
INSCRIPCION INICIAL IMPORTADO,2024-02-27,2024-02-27,17004,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,136,RENEGADE SPORT 1.8L AT6 FWD,1.0,Privado,508.0
INSCRIPCION INICIAL IMPORTADO,2024-02-27,2024-02-27,17003,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,138,RENEGADE SPORT 1.8L MT5 FWD,1.0,Privado,164.0
INSCRIPCION INICIAL IMPORTADO,2024-02-28,2024-02-28,17003,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,136,VOLKSWAGEN,753,T-CROSS 170TSI MT,1.0,Privado,8300.0
INSCRIPCION INICIAL IMPORTADO,2024-02-01,2024-02-01,17007,Importado,2024.0,04,RURAL 5 PUERTAS,047,FORD,D09,TERRITORY 1.8L GAS AT TITANIUM EU5,1.0,Privado,
INSCRIPCION INICIAL IMPORTADO,2024-02-22,2024-02-22,17004,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,044,FIAT,970,PULSE ABARTH T270 AT6,1.0,Privado,1289.0
INSCRIPCION INICIAL IMPORTADO,2024-02-21,2024-02-21,17004,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,136,RENEGADE SPORT 1.8L AT6 FWD,1.0,Privado,13174.0
INSCRIPCION INICIAL IMPORTADO,2024-02-01,2024-02-01,14015,Importado,2024.0,04,RURAL 5 PUERTAS,047,FORD,D09,TERRITORY 1.8L GAS AT TITANIUM EU5,1.0,Privado,4311.0
INSCRIPCION INICIAL IMPORTADO,2024-02-01,2024-02-01,17007,Importado,2024.0,04,RURAL 5 PUERTAS,047,FORD,D09,TERRITORY 1.8L GAS AT TITANIUM EU5,1.0,Privado,
INSCRIPCION INICIAL IMPORTADO,2024-02-05,2024-02-05,14013,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,044,FIAT,970,PULSE ABARTH T270 AT6,1.0,Privado,8503.0
INSCRIPCION INICIAL IMPORTADO,2024-02-21,2024-02-21,17004,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,136,RENEGADE SPORT 1.8L AT6 FWD,1.0,Privado,1322.0
INSCRIPCION INICIAL IMPORTADO,2024-02-19,2024-02-19,14015,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,138,RENEGADE SPORT 1.8L MT5 FWD,1.0,Privado,4315.0
INSCRIPCION INICIAL IMPORTADO,2024-02-21,2024-02-21,17004,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,130,TOYOTA,B34,COROLLA CROSS SEG HEV 1.8 ECVT,1.0,Privado,1308.0
INSCRIPCION INICIAL IMPORTADO,2024-02-01,2024-02-01,17007,Importado,2024.0,04,RURAL 5 PUERTAS,047,FORD,D09,TERRITORY 1.8L GAS AT TITANIUM EU5,1.0,Privado,
INSCRIPCION INICIAL IMPORTADO,2024-02-01,2024-02-01,17007,Importado,2024.0,04,RURAL 5 PUERTAS,047,FORD,D09,TERRITORY 1.8L GAS AT TITANIUM EU5,1.0,Privado,
INSCRIPCION INICIAL IMPORTADO,2024-02-09,2024-02-09,17004,Importado,2024.0,04,RURAL 5 PUERTAS,047,FORD,D09,TERRITORY 1.8L GAS AT TITANIUM EU5,1.0,Privado,8572.0
INSCRIPCION INICIAL IMPORTADO,2024-02-09,2024-02-09,17004,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,136,RENEGADE SPORT 1.8L AT6 FWD,1.0,Privado,12264.0
INSCRIPCION INICIAL IMPORTADO,2024-02-15,2024-02-15,14010,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,136,RENEGADE SPORT 1.8L AT6 FWD,1.0,Privado,8496.0
INSCRIPCION INICIAL IMPORTADO,2024-02-28,2024-02-28,17003,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,138,RENEGADE SPORT 1.8L MT5 FWD,1.0,Privado,12192.0
INSCRIPCION INICIAL IMPORTADO,2024-02-09,2024-02-09,17007,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,130,TOYOTA,B33,COROLLA CROSS XEI HEV 1.8 ECVT,1.0,Privado,9972.0
INSCRIPCION INICIAL IMPORTADO,2024-02-26,2024-02-26,17002,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,130,TOYOTA,A97,COROLLA CROSS SEG 2.0 CVT,1.0,Privado,9505.0
INSCRIPCION INICIAL IMPORTADO,2024-02-26,2024-02-26,17005,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,136,VOLKSWAGEN,753,T-CROSS 170TSI MT,1.0,Privado,4458.0
INSCRIPCION INICIAL IMPORTADO,2024-02-14,2024-02-14,18001,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,130,TOYOTA,B02,COROLLA CROSS XLI 2.0 CVT,1.0,Privado,1931.0
INSCRIPCION INICIAL IMPORTADO,2024-02-09,2024-02-09,17002,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,130,TOYOTA,B02,COROLLA CROSS XLI 2.0 CVT,1.0,Privado,9771.0
INSCRIPCION INICIAL IMPORTADO,2024-02-14,2024-02-14,17002,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,130,TOYOTA,A97,COROLLA CROSS SEG 2.0 CVT,1.0,Privado,5394.0
INSCRIPCION INICIAL IMPORTADO,2024-02-22,2024-02-22,17005,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,130,TOYOTA,B34,COROLLA CROSS SEG HEV 1.8 ECVT,1.0,Privado,11794.0
INSCRIPCION INICIAL IMPORTADO,2024-02-16,2024-02-16,17002,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,127,COMPASS SPORT 1.3T AT6 4X2,1.0,Privado,3691.0
INSCRIPCION INICIAL IMPORTADO,2024-02-29,2024-02-29,17004,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,128,COMPASS LONGITUDE 1.3T AT6 4X2,1.0,Privado,511.0
INSCRIPCION INICIAL IMPORTADO,2024-02-21,2024-02-21,17005,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,138,RENEGADE SPORT 1.8L MT5 FWD,1.0,Privado,162.0
INSCRIPCION INICIAL IMPORTADO,2024-02-28,2024-02-28,17005,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,136,VOLKSWAGEN,753,T-CROSS 170TSI MT,1.0,Privado,1770.0
INSCRIPCION INICIAL IMPORTADO,2024-02-23,2024-02-23,17007,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,130,TOYOTA,A97,COROLLA CROSS SEG 2.0 CVT,1.0,Privado,9966.0
INSCRIPCION INICIAL IMPORTADO,2024-02-08,2024-02-08,17003,Importado,2024.0,04,RURAL 5 PUERTAS,112,RENAULT,C12,DUSTER INTENS 1.6 MT,1.0,Privado,11040.0
INSCRIPCION INICIAL IMPORTADO,2024-02-27,2024-02-27,15001,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,136,RENEGADE SPORT 1.8L AT6 FWD,1.0,Privado,7750.0
INSCRIPCION INICIAL IMPORTADO,2024-02-27,2024-02-27,15001,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,130,TOYOTA,B33,COROLLA CROSS XEI HEV 1.8 ECVT,1.0,Privado,7641.0
INSCRIPCION INICIAL IMPORTADO,2024-02-27,2024-02-27,14013,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,130,TOYOTA,A97,COROLLA CROSS SEG 2.0 CVT,1.0,Privado,8509.0
INSCRIPCION INICIAL IMPORTADO,2024-02-15,2024-02-15,14013,Importado,2024.0,04,RURAL 5 PUERTAS,047,FORD,D09,TERRITORY 1.8L GAS AT TITANIUM EU5,1.0,Privado,
INSCRIPCION INICIAL IMPORTADO,2024-02-23,2024-02-23,14016,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,136,RENEGADE SPORT 1.8L AT6 FWD,1.0,Privado,1817.0
INSCRIPCION INICIAL IMPORTADO,2024-02-20,2024-02-20,14013,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,130,TOYOTA,B33,COROLLA CROSS XEI HEV 1.8 ECVT,1.0,Privado,8508.0
INSCRIPCION INICIAL IMPORTADO,2024-02-22,2024-02-22,14013,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,044,FIAT,945,PULSE AUDACE 1.0T CVT,1.0,Privado,8502.0
INSCRIPCION INICIAL IMPORTADO,2024-02-23,2024-02-23,15006,Importado,2024.0,04,RURAL 5 PUERTAS,047,FORD,D09,TERRITORY 1.8L GAS AT TITANIUM EU5,1.0,Privado,7722.0
INSCRIPCION INICIAL IMPORTADO,2024-02-29,2024-02-29,15006,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,127,COMPASS SPORT 1.3T AT6 4X2,1.0,Privado,7732.0
INSCRIPCION INICIAL IMPORTADO,2024-02-01,2024-02-01,15006,Importado,2024.0,04,RURAL 5 PUERTAS,047,FORD,D09,TERRITORY 1.8L GAS AT TITANIUM EU5,1.0,Privado,7646.0
INSCRIPCION INICIAL IMPORTADO,2024-02-16,2024-02-16,15017,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,138,RENEGADE SPORT 1.8L MT5 FWD,1.0,Privado,8435.0
INSCRIPCION INICIAL IMPORTADO,2024-02-08,2024-02-08,15006,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,136,RENEGADE SPORT 1.8L AT6 FWD,1.0,Privado,7672.0
INSCRIPCION INICIAL IMPORTADO,2024-02-26,2024-02-26,15017,Importado,2024.0,04,RURAL 5 PUERTAS,047,FORD,D09,TERRITORY 1.8L GAS AT TITANIUM EU5,1.0,Privado,
INSCRIPCION INICIAL IMPORTADO,2024-02-16,2024-02-16,15006,Importado,2024.0,04,RURAL 5 PUERTAS,047,FORD,D09,TERRITORY 1.8L GAS AT TITANIUM EU5,1.0,Privado,7683.0
INSCRIPCION INICIAL IMPORTADO,2024-02-29,2024-02-29,15017,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,044,FIAT,945,PULSE AUDACE 1.0T CVT,1.0,Privado,8430.0
INSCRIPCION INICIAL IMPORTADO,2024-02-19,2024-02-19,17009,Importado,2024.0,04,RURAL 5 PUERTAS,047,FORD,D09,TERRITORY 1.8L GAS AT TITANIUM EU5,1.0,Privado,9984.0
INSCRIPCION INICIAL IMPORTADO,2024-02-23,2024-02-23,15006,Importado,2024.0,04,RURAL 5 PUERTAS,047,FORD,D09,TERRITORY 1.8L GAS AT TITANIUM EU5,1.0,Privado,7667.0
INSCRIPCION INICIAL IMPORTADO,2024-02-02,2024-02-02,16001,Importado,2024.0,04,RURAL 5 PUERTAS,047,FORD,D09,TERRITORY 1.8L GAS AT TITANIUM EU5,1.0,Privado,2480.0
INSCRIPCION INICIAL IMPORTADO,2024-02-28,2024-02-28,17009,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,136,VOLKSWAGEN,753,T-CROSS 170TSI MT,1.0,Privado,9962.0
INSCRIPCION INICIAL IMPORTADO,2024-02-28,2024-02-28,17009,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,136,VOLKSWAGEN,753,T-CROSS 170TSI MT,1.0,Privado,9961.0
INSCRIPCION INICIAL IMPORTADO,2024-02-27,2024-02-27,15006,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,138,RENEGADE SPORT 1.8L MT5 FWD,1.0,Privado,7686.0
INSCRIPCION INICIAL IMPORTADO,2024-02-29,2024-02-29,15016,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,127,COMPASS SPORT 1.3T AT6 4X2,1.0,Privado,10942.0
INSCRIPCION INICIAL IMPORTADO,2024-02-28,2024-02-28,15006,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,130,TOYOTA,B40,COROLLA CROSS GR-SPORT 2.0 CVT,1.0,Privado,7677.0
INSCRIPCION INICIAL IMPORTADO,2024-02-29,2024-02-29,15016,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,136,VOLKSWAGEN,753,T-CROSS 170TSI MT,1.0,Privado,506.0
INSCRIPCION INICIAL IMPORTADO,2024-02-26,2024-02-26,16007,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,136,VOLKSWAGEN,753,T-CROSS 170TSI MT,1.0,Privado,10205.0
INSCRIPCION INICIAL IMPORTADO,2024-02-21,2024-02-21,15006,Importado,2024.0,04,RURAL 5 PUERTAS,047,FORD,D09,TERRITORY 1.8L GAS AT TITANIUM EU5,1.0,Privado,7739.0
INSCRIPCION INICIAL IMPORTADO,2024-02-22,2024-02-22,15005,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,130,TOYOTA,A97,COROLLA CROSS SEG 2.0 CVT,1.0,Privado,3437.0
INSCRIPCION INICIAL IMPORTADO,2024-02-07,2024-02-07,15004,Importado,2024.0,04,RURAL 5 PUERTAS,047,FORD,D09,TERRITORY 1.8L GAS AT TITANIUM EU5,1.0,Privado,7664.0
INSCRIPCION INICIAL IMPORTADO,2024-02-22,2024-02-22,17011,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,130,TOYOTA,B34,COROLLA CROSS SEG HEV 1.8 ECVT,1.0,Privado,1819.0
INSCRIPCION INICIAL IMPORTADO,2024-02-20,2024-02-20,15004,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,130,TOYOTA,B02,COROLLA CROSS XLI 2.0 CVT,1.0,Privado,7720.0
INSCRIPCION INICIAL IMPORTADO,2024-02-27,2024-02-27,15004,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,138,RENEGADE SPORT 1.8L MT5 FWD,1.0,Privado,7688.0
INSCRIPCION INICIAL IMPORTADO,2024-02-27,2024-02-27,15004,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,128,COMPASS LONGITUDE 1.3T AT6 4X2,1.0,Privado,7755.0
INSCRIPCION INICIAL IMPORTADO,2024-02-28,2024-02-28,15004,Importado,2024.0,04,RURAL 5 PUERTAS,027,CITROEN,610,C5 AIRCROSS THP 165 EAT6 FEEL PACK AM22,1.0,Privado,7656.0
INSCRIPCION INICIAL IMPORTADO,2024-02-27,2024-02-27,16003,Importado,2022.0,04,RURAL 5 PUERTAS,G89,CHERY,068,TIGGO 2 PRO 1.5 CVT COMFORT,1.0,Privado,4563.0
INSCRIPCION INICIAL IMPORTADO,2024-02-21,2024-02-21,17011,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,130,TOYOTA,B02,COROLLA CROSS XLI 2.0 CVT,1.0,Privado,1823.0
INSCRIPCION INICIAL IMPORTADO,2024-02-14,2024-02-14,16002,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,138,RENEGADE SPORT 1.8L MT5 FWD,1.0,Privado,6626.0
INSCRIPCION INICIAL IMPORTADO,2024-02-29,2024-02-29,15006,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,044,FIAT,970,PULSE ABARTH T270 AT6,1.0,Privado,7717.0
INSCRIPCION INICIAL IMPORTADO,2024-02-20,2024-02-20,15001,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,127,COMPASS SPORT 1.3T AT6 4X2,1.0,Privado,
INSCRIPCION INICIAL IMPORTADO,2024-02-27,2024-02-27,16001,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,127,COMPASS SPORT 1.3T AT6 4X2,1.0,Privado,2482.0
INSCRIPCION INICIAL IMPORTADO,2024-02-23,2024-02-23,16010,Importado,2024.0,04,RURAL 5 PUERTAS,047,FORD,D09,TERRITORY 1.8L GAS AT TITANIUM EU5,1.0,Privado,6581.0
INSCRIPCION INICIAL IMPORTADO,2024-02-27,2024-02-27,16001,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,138,RENEGADE SPORT 1.8L MT5 FWD,1.0,Privado,2490.0
INSCRIPCION INICIAL IMPORTADO,2024-02-16,2024-02-16,16001,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,130,TOYOTA,A99,COROLLA CROSS XEI 2.0 CVT,1.0,Privado,4393.0
INSCRIPCION INICIAL IMPORTADO,2024-02-15,2024-02-15,16001,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,130,TOYOTA,B33,COROLLA CROSS XEI HEV 1.8 ECVT,1.0,Privado,2483.0
INSCRIPCION INICIAL IMPORTADO,2024-02-02,2024-02-02,16001,Importado,2024.0,04,RURAL 5 PUERTAS,047,FORD,D09,TERRITORY 1.8L GAS AT TITANIUM EU5,1.0,Privado,2497.0
INSCRIPCION INICIAL IMPORTADO,2024-02-28,2024-02-28,16002,Importado,2024.0,04,RURAL 5 PUERTAS,047,FORD,D09,TERRITORY 1.8L GAS AT TITANIUM EU5,1.0,Privado,2448.0
INSCRIPCION INICIAL IMPORTADO,2024-02-26,2024-02-26,15011,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,138,RENEGADE SPORT 1.8L MT5 FWD,1.0,Privado,7672.0
INSCRIPCION INICIAL IMPORTADO,2024-02-29,2024-02-29,15006,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,136,VOLKSWAGEN,753,T-CROSS 170TSI MT,1.0,Privado,7657.0
INSCRIPCION INICIAL IMPORTADO,2024-02-19,2024-02-19,15007,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,130,TOYOTA,B34,COROLLA CROSS SEG HEV 1.8 ECVT,1.0,Privado,7679.0
INSCRIPCION INICIAL IMPORTADO,2024-02-23,2024-02-23,15012,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,136,RENEGADE SPORT 1.8L AT6 FWD,1.0,Privado,2244.0
INSCRIPCION INICIAL IMPORTADO,2024-02-23,2024-02-23,15012,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,136,RENEGADE SPORT 1.8L AT6 FWD,1.0,Privado,2242.0
INSCRIPCION INICIAL IMPORTADO,2024-02-26,2024-02-26,15007,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,130,TOYOTA,B33,COROLLA CROSS XEI HEV 1.8 ECVT,1.0,Privado,7713.0
INSCRIPCION INICIAL IMPORTADO,2024-02-26,2024-02-26,15007,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,138,RENEGADE SPORT 1.8L MT5 FWD,1.0,Privado,7649.0
INSCRIPCION INICIAL IMPORTADO,2024-02-07,2024-02-07,17010,Importado,2024.0,04,RURAL 5 PUERTAS,112,RENAULT,C17,DUSTER ICONIC 1.3T CVT,1.0,Privado,13199.0
INSCRIPCION INICIAL IMPORTADO,2024-02-21,2024-02-21,15007,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,130,TOYOTA,A97,COROLLA CROSS SEG 2.0 CVT,1.0,Privado,7736.0
INSCRIPCION INICIAL IMPORTADO,2024-02-27,2024-02-27,15007,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,130,TOYOTA,A97,COROLLA CROSS SEG 2.0 CVT,1.0,Privado,7673.0
INSCRIPCION INICIAL IMPORTADO,2024-02-15,2024-02-15,15013,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,044,FIAT,970,PULSE ABARTH T270 AT6,1.0,Privado,8439.0
INSCRIPCION INICIAL IMPORTADO,2024-02-20,2024-02-20,15011,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,130,TOYOTA,B33,COROLLA CROSS XEI HEV 1.8 ECVT,1.0,Privado,7658.0
INSCRIPCION INICIAL IMPORTADO,2024-02-28,2024-02-28,15007,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,138,RENEGADE SPORT 1.8L MT5 FWD,1.0,Privado,7669.0
INSCRIPCION INICIAL IMPORTADO,2024-02-19,2024-02-19,15011,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,136,RENEGADE SPORT 1.8L AT6 FWD,1.0,Privado,7673.0
INSCRIPCION INICIAL IMPORTADO,2024-02-29,2024-02-29,15007,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,138,RENEGADE SPORT 1.8L MT5 FWD,1.0,Privado,7692.0
INSCRIPCION INICIAL IMPORTADO,2024-02-20,2024-02-20,15010,Importado,2024.0,04,RURAL 5 PUERTAS,047,FORD,D09,TERRITORY 1.8L GAS AT TITANIUM EU5,1.0,Privado,8473.0
INSCRIPCION INICIAL IMPORTADO,2024-02-21,2024-02-21,17010,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,130,TOYOTA,A97,COROLLA CROSS SEG 2.0 CVT,1.0,Privado,
INSCRIPCION INICIAL IMPORTADO,2024-02-07,2024-02-07,15010,Importado,2024.0,04,RURAL 5 PUERTAS,047,FORD,D09,TERRITORY 1.8L GAS AT TITANIUM EU5,1.0,Privado,8444.0
INSCRIPCION INICIAL IMPORTADO,2024-02-27,2024-02-27,15011,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,136,RENEGADE SPORT 1.8L AT6 FWD,1.0,Privado,7663.0
INSCRIPCION INICIAL IMPORTADO,2024-02-02,2024-02-02,15007,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,127,COMPASS SPORT 1.3T AT6 4X2,1.0,Privado,7714.0
INSCRIPCION INICIAL IMPORTADO,2024-02-29,2024-02-29,15006,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,127,COMPASS SPORT 1.3T AT6 4X2,1.0,Privado,7742.0
INSCRIPCION INICIAL IMPORTADO,2024-02-22,2024-02-22,15016,Importado,2024.0,04,RURAL 5 PUERTAS,G89,CHERY,078,TIGGO 4 PRO 1.5T CVT LUXURY,1.0,Privado,503.0
INSCRIPCION INICIAL IMPORTADO,2024-02-19,2024-02-19,15016,Importado,2024.0,04,RURAL 5 PUERTAS,047,FORD,D09,TERRITORY 1.8L GAS AT TITANIUM EU5,1.0,Privado,
INSCRIPCION INICIAL IMPORTADO,2024-02-16,2024-02-16,15016,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,130,TOYOTA,B34,COROLLA CROSS SEG HEV 1.8 ECVT,1.0,Privado,10939.0
INSCRIPCION INICIAL IMPORTADO,2024-02-14,2024-02-14,15016,Importado,2024.0,04,RURAL 5 PUERTAS,047,FORD,D09,TERRITORY 1.8L GAS AT TITANIUM EU5,1.0,Privado,
INSCRIPCION INICIAL IMPORTADO,2024-02-26,2024-02-26,15015,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,138,RENEGADE SPORT 1.8L MT5 FWD,1.0,Privado,7748.0
INSCRIPCION INICIAL IMPORTADO,2024-02-28,2024-02-28,15015,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,138,RENEGADE SPORT 1.8L MT5 FWD,1.0,Privado,7712.0
INSCRIPCION INICIAL IMPORTADO,2024-02-21,2024-02-21,15007,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,130,TOYOTA,B40,COROLLA CROSS GR-SPORT 2.0 CVT,1.0,Privado,7684.0
INSCRIPCION INICIAL IMPORTADO,2024-02-02,2024-02-02,15007,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,138,RENEGADE SPORT 1.8L MT5 FWD,1.0,Privado,7758.0
INSCRIPCION INICIAL IMPORTADO,2024-02-26,2024-02-26,15005,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,138,RENEGADE SPORT 1.8L MT5 FWD,1.0,Privado,3431.0
INSCRIPCION INICIAL IMPORTADO,2024-02-16,2024-02-16,15015,Importado,2023.0,04,RURAL 5 PUERTAS,058,HYUNDAI,447,CRETA,1.0,Privado,7743.0
INSCRIPCION INICIAL IMPORTADO,2024-02-14,2024-02-14,17011,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,136,RENEGADE SPORT 1.8L AT6 FWD,1.0,Privado,5959.0
INSCRIPCION INICIAL IMPORTADO,2024-02-29,2024-02-29,17009,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,151,JEEP,136,RENEGADE SPORT 1.8L AT6 FWD,1.0,Privado,9983.0
INSCRIPCION INICIAL IMPORTADO,2024-02-05,2024-02-05,15007,Importado,2023.0,04,RURAL 5 PUERTAS,G89,CHERY,078,TIGGO 4 PRO 1.5T CVT LUXURY,1.0,Privado,7746.0
INSCRIPCION INICIAL IMPORTADO,2024-02-29,2024-02-29,17009,Protocolo 21,2024.0,04,RURAL 5 PUERTAS,130,TOYOTA,B33,COROLLA CROSS XEI HEV 1.8 ECVT,1.0,Privado,10593.0
